"id","G","region","age_band","income","credit_score","employment_yrs","score","Y","Yhat","ZG"
1658,0,1,"31-50",39824,520,0.3,0.0303,0,0,1
1659,1,0,"31-50",38706,626,3.6,0.2169,0,0,2
1660,0,1,"31-50",13440,584,5.6,0.0177,0,0,1
1661,0,1,"31-50",34966,707,9.9,0.4859,1,0,1
1662,1,0,"18-30",52801,636,3.2,0.5032,0,1,2
1663,1,0,"31-50",40199,556,5.3,0.1542,1,0,2
1664,0,1,"18-30",41136,602,13.3,0.4453,1,0,1
1665,0,1,"31-50",27135,541,9.3,0.0668,0,0,1
1666,1,0,"31-50",39186,638,3.4,0.4152,0,0,2
1667,0,1,"31-50",41588,576,8.4,0.2739,1,0,1
1668,1,0,"51+",38828,619,10,0.6052,0,1,2
1669,1,1,"18-30",39482,645,10,0.2915,0,0,3
1670,1,0,"31-50",41464,613,12.1,0.2471,0,0,2
1671,0,0,"18-30",25915,554,9.2,0.0317,0,0,0
1672,0,0,"31-50",27428,622,0,0.1104,0,0,0
1673,1,1,"18-30",36497,629,6.6,0.2786,0,0,3
1674,0,0,"18-30",26164,673,9.1,0.3696,1,0,0
1675,1,0,"51+",49140,637,8.9,0.8383,1,1,2
1676,0,1,"31-50",26977,660,5.3,0.1463,0,0,1
1677,1,1,"31-50",39072,644,8.9,0.4974,0,0,3
1678,0,1,"31-50",44831,621,8.9,0.3732,0,0,1
1679,0,0,"18-30",30550,704,14,0.4446,1,0,0
1680,1,0,"31-50",34195,733,10,0.8545,1,1,2
1681,1,0,"51+",41732,760,4.4,0.5825,1,1,2
1682,1,0,"31-50",40235,610,13.4,0.6443,1,1,2
1683,0,1,"18-30",35602,616,8,0.0924,0,0,1
1684,1,1,"18-30",32469,686,6,0.6197,0,1,3
1685,1,1,"31-50",34533,654,11.6,0.4126,0,0,3
1686,1,1,"18-30",44812,647,11.7,0.7842,1,1,3
1687,1,1,"31-50",18869,699,11.5,0.3409,1,0,3
1688,0,1,"18-30",43751,725,9,0.9112,1,1,1
1689,0,1,"31-50",36234,739,0,0.7442,1,1,1
1690,0,0,"51+",21898,557,10.8,0.0326,0,0,0
1691,1,1,"31-50",24797,759,9.9,0.5832,1,1,3
1692,1,0,"51+",32520,732,1.7,0.4891,1,0,2
1693,1,1,"51+",48628,756,6.2,0.7345,1,1,3
1694,0,1,"31-50",36993,665,11.3,0.5244,1,1,1
1695,0,1,"31-50",31904,479,0.6,0.0166,0,0,1
1696,0,1,"31-50",35832,537,7,0.0663,0,0,1
1697,0,1,"31-50",44053,708,5.6,0.6924,1,1,1
1698,0,0,"31-50",33090,607,12.4,0.1744,1,0,0
1699,1,1,"18-30",38401,758,15.4,0.8844,1,1,3
1700,1,1,"18-30",37233,669,9.9,0.5886,1,1,3
1701,0,1,"51+",32367,557,10.1,0.0944,0,0,1
1702,1,1,"18-30",24228,666,2.7,0.3709,1,0,3
1703,1,1,"31-50",38770,614,7.8,0.2275,0,0,3
1704,0,0,"31-50",52381,656,7.3,0.9057,0,1,0
1705,0,1,"51+",32928,549,3.9,0.112,0,0,1
1706,0,1,"31-50",39249,676,3.5,0.449,0,0,1
1707,1,0,"51+",37066,666,8.3,0.4786,0,0,2
1708,0,1,"18-30",45961,705,13.8,0.7774,1,1,1
1709,0,0,"31-50",39606,795,11.7,0.9183,1,1,0
1710,0,1,"18-30",33362,620,11.6,0.3786,0,0,1
1711,1,0,"31-50",37203,726,4.2,0.6294,0,1,2
1712,1,1,"31-50",36359,705,8.2,0.7876,1,1,3
1713,1,0,"18-30",33567,529,1.1,0.0877,0,0,2
1714,0,1,"51+",38367,536,6.4,0.1191,0,0,1
1715,1,0,"18-30",41907,631,3.7,0.4194,0,0,2
1716,0,1,"51+",42692,616,11.3,0.4296,1,0,1
1717,0,0,"31-50",29411,669,8.1,0.5086,1,1,0
1718,1,1,"18-30",27848,676,1.4,0.0438,0,0,3
1719,0,0,"31-50",18311,636,0,0.0361,0,0,0
1720,1,1,"31-50",20645,716,13.4,0.4637,1,0,3
1721,0,0,"51+",40048,690,7.4,0.7519,1,1,0
1722,1,0,"31-50",39915,631,9.5,0.4162,0,0,2
1723,0,0,"51+",39574,569,3.4,0.2223,0,0,0
1724,1,1,"31-50",47090,646,9.5,0.5934,1,1,3
1725,1,1,"51+",35047,624,8.4,0.2049,0,0,3
1726,0,1,"31-50",47060,573,3.6,0.2335,0,0,1
1727,1,1,"31-50",56524,659,7.8,0.9048,0,1,3
1728,0,1,"51+",35261,620,7.2,0.2826,0,0,1
1729,1,0,"31-50",38104,687,8,0.5849,0,1,2
1730,1,0,"31-50",44851,699,9.5,0.7632,0,1,2
1731,0,1,"31-50",41192,764,6.4,0.813,0,1,1
1732,1,0,"31-50",50654,804,0,0.9493,1,1,2
1733,1,0,"18-30",45824,727,7.4,0.9084,1,1,2
1734,0,0,"18-30",33009,721,11.5,0.5692,1,1,0
1735,0,1,"18-30",36858,583,2.8,0.1799,1,0,1
1736,0,1,"31-50",30798,505,4.9,0.0202,0,0,1
1737,1,1,"51+",32609,763,6.2,0.8181,1,1,3
1738,0,0,"31-50",22180,588,4.5,0.0659,0,0,0
1739,0,0,"31-50",22609,632,2,0.062,0,0,0
1740,0,0,"31-50",30825,578,6.2,0.0459,0,0,0
1741,1,1,"18-30",44316,710,10.5,0.8707,1,1,3
1742,0,0,"31-50",41919,617,9.5,0.1756,0,0,0
1743,0,0,"31-50",35044,642,13.3,0.4668,1,0,0
1744,1,0,"31-50",38081,653,6.5,0.3831,1,0,2
1745,1,0,"18-30",25646,578,5.6,0.0878,0,0,2
1746,1,0,"18-30",38030,626,7.9,0.2536,1,0,2
1747,0,1,"31-50",27005,815,5.2,0.6633,0,1,1
1748,0,0,"31-50",23408,657,6.6,0.2761,0,0,0
1749,0,0,"31-50",25249,594,1.5,0.0358,0,0,0
1750,1,0,"31-50",36647,651,10.4,0.6757,1,1,2
1751,0,0,"18-30",31116,654,8.2,0.0797,0,0,0
1752,0,0,"18-30",43230,660,3.7,0.3885,0,0,0
1753,0,1,"31-50",51690,693,3,0.7495,1,1,1
1754,0,1,"51+",37858,550,8.1,0.2856,0,0,1
1755,0,1,"31-50",33096,706,4.8,0.2064,1,0,1
1756,1,0,"18-30",54150,650,2.9,0.7035,1,1,2
1757,0,1,"18-30",38604,631,5.5,0.2364,0,0,1
1758,1,0,"31-50",41945,655,6.1,0.5703,0,1,2
1759,1,1,"51+",49727,639,12.1,0.9254,1,1,3
1760,0,0,"51+",21350,675,4.9,0.2869,0,0,0
1761,0,1,"51+",37187,626,6.5,0.5079,1,1,1
1762,1,0,"18-30",39982,738,2.7,0.8528,1,1,2
1763,1,0,"18-30",47362,637,11.7,0.5836,1,1,2
1764,1,0,"51+",33424,679,8.7,0.3518,0,0,2
1765,1,1,"18-30",35500,671,0.7,0.2085,0,0,3
1766,0,1,"18-30",42402,665,5.3,0.4443,1,0,1
1767,0,0,"31-50",36799,658,12.1,0.6043,0,1,0
1768,1,1,"18-30",33770,715,11.6,0.735,0,1,3
1769,0,0,"18-30",27256,685,8.9,0.2576,1,0,0
1770,0,0,"31-50",27849,624,8.9,0.1558,0,0,0
1771,0,1,"51+",36574,453,7.3,0.0685,0,0,1
1772,0,1,"31-50",40082,662,7.9,0.5005,1,1,1
1773,1,1,"31-50",29754,729,3.5,0.6516,0,1,3
1774,0,0,"51+",38965,711,13,0.8034,1,1,0
1775,1,1,"51+",43185,696,10.9,0.7633,1,1,3
1776,1,1,"31-50",41844,666,5.4,0.4426,0,0,3
1777,1,0,"31-50",41622,673,6.7,0.8149,1,1,2
1778,1,1,"18-30",34940,632,8.5,0.3023,0,0,3
1779,0,1,"18-30",17472,521,4.7,0.0148,0,0,1
1780,1,1,"51+",34693,577,0,0.0698,0,0,3
1781,1,0,"31-50",28446,700,6.6,0.4344,1,0,2
1782,1,1,"31-50",40529,676,9.3,0.7587,1,1,3
1783,0,0,"18-30",19979,700,4.5,0.2633,0,0,0
1784,0,1,"18-30",35889,616,2.4,0.1063,0,0,1
1785,1,1,"51+",58709,678,9.4,0.9281,0,1,3
1786,1,0,"31-50",49417,635,14,0.7375,1,1,2
1787,0,1,"18-30",41960,552,0,0.1125,0,0,1
1788,1,1,"31-50",38326,805,5.9,0.957,1,1,3
1789,0,0,"31-50",28663,611,0,0.0639,0,0,0
1790,0,0,"31-50",22599,663,8.7,0.1193,1,0,0
1791,1,0,"51+",44917,695,0,0.6049,0,1,2
1792,1,0,"51+",46182,759,10,0.962,0,1,2
1793,0,0,"31-50",40722,613,8.7,0.3095,0,0,0
1794,0,1,"51+",28816,624,6.6,0.3442,0,0,1
1795,1,1,"31-50",37050,646,11.9,0.4397,0,0,3
1796,1,1,"51+",28083,736,12.8,0.7693,0,1,3
1797,0,1,"31-50",33820,598,9.4,0.3444,0,0,1
1798,0,0,"18-30",26582,579,10.5,0.1306,0,0,0
1799,0,0,"31-50",22908,614,3.7,0.0617,0,0,0
1800,1,1,"31-50",30727,708,12.4,0.6995,1,1,3
1801,1,0,"18-30",39013,678,4,0.5151,0,1,2
1802,0,0,"18-30",35750,713,10.8,0.4868,1,0,0
1803,1,1,"18-30",46976,674,7.6,0.81,1,1,3
1804,0,1,"51+",18318,576,12.9,0.1265,0,0,1
1805,0,0,"31-50",46367,717,9.3,0.7857,1,1,0
1806,1,1,"18-30",32777,734,8.1,0.6444,0,1,3
1807,0,0,"51+",36680,556,8.8,0.1146,0,0,0
1808,0,0,"31-50",41872,661,11.7,0.7275,1,1,0
1809,0,1,"18-30",27054,612,1.9,0.0624,0,0,1
1810,1,1,"51+",32374,849,15,0.8664,1,1,3
1811,1,0,"31-50",41739,583,6.6,0.2476,0,0,2
1812,0,0,"18-30",24420,406,8.8,0.0051,0,0,0
1813,0,0,"18-30",30736,653,0,0.1108,0,0,0
1814,0,0,"31-50",26356,664,5.9,0.2353,1,0,0
1815,1,0,"31-50",42168,689,6.9,0.6535,1,1,2
1816,1,0,"31-50",45703,585,12.1,0.6579,1,1,2
1817,0,0,"18-30",42494,596,5.1,0.2581,0,0,0
1818,1,1,"31-50",37470,675,11.9,0.8154,1,1,3
1819,0,1,"31-50",33296,586,10.3,0.1944,0,0,1
1820,1,0,"18-30",39363,679,3.7,0.439,1,0,2
1821,0,1,"31-50",33598,576,14.2,0.1513,1,0,1
1822,1,0,"31-50",38328,661,1.8,0.672,0,1,2
1823,1,1,"51+",33904,673,1.6,0.1869,0,0,3
1824,0,1,"31-50",35517,578,16.9,0.3562,0,0,1
1825,1,1,"18-30",35199,708,3.6,0.6469,1,1,3
1826,0,0,"18-30",33726,565,5.5,0.1288,0,0,0
1827,1,0,"18-30",39297,768,5.6,0.9187,1,1,2
1828,0,1,"31-50",23833,809,5.9,0.7328,0,1,1
1829,0,0,"18-30",43264,752,5.8,0.6518,1,1,0
1830,0,1,"51+",35526,747,10,0.5868,0,1,1
1831,0,0,"31-50",31129,574,7.1,0.1768,0,0,0
1832,1,1,"18-30",44095,656,8,0.8322,0,1,3
1833,0,0,"18-30",25527,493,6.6,0.0189,0,0,0
1834,1,0,"18-30",55052,721,8,0.8727,1,1,2
1835,1,1,"31-50",44028,591,7.6,0.3079,0,0,3
1836,1,1,"18-30",37693,670,10.6,0.5044,0,1,3
1837,0,1,"51+",43056,645,6.7,0.3966,0,0,1
1838,1,0,"31-50",41342,746,10.8,0.9051,1,1,2
1839,0,1,"51+",29298,778,6.9,0.6361,0,1,1
1840,0,0,"51+",22783,698,10.3,0.3344,0,0,0
1841,1,1,"18-30",39674,682,10.8,0.5085,1,1,3
1842,1,0,"18-30",44966,632,4.2,0.4262,0,0,2
1843,1,0,"51+",42612,668,3.4,0.653,0,1,2
1844,0,0,"51+",22825,801,0.9,0.235,0,0,0
1845,1,1,"18-30",43355,623,3.3,0.441,0,0,3
1846,1,0,"31-50",35565,673,0,0.3253,0,0,2
1847,0,1,"51+",34074,610,13.7,0.5494,0,1,1
1848,1,0,"31-50",49978,574,12.1,0.7984,1,1,2
1849,0,0,"31-50",36676,823,3.6,0.718,1,1,0
1850,1,1,"51+",44227,581,5.9,0.3752,0,0,3
1851,0,1,"31-50",27353,713,14.5,0.6852,1,1,1
1852,0,0,"51+",35789,652,0.6,0.1877,0,0,0
1853,1,0,"18-30",28367,637,7.9,0.415,1,0,2
1854,1,1,"31-50",46865,665,2.5,0.5741,0,1,3
1855,0,1,"18-30",27913,612,8.7,0.1004,1,0,1
1856,0,0,"31-50",24316,689,13.2,0.5159,0,1,0
1857,0,0,"31-50",27124,645,9.9,0.0985,0,0,0
1858,1,0,"31-50",45204,579,9.8,0.3693,0,0,2
1859,0,1,"31-50",35483,609,3.7,0.1374,1,0,1
1860,0,1,"51+",17650,628,12.7,0.1927,0,0,1
1861,0,1,"31-50",16591,675,7.6,0.1102,0,0,1
1862,0,0,"18-30",30830,685,11.8,0.6066,1,1,0
1863,1,1,"51+",32900,770,10.6,0.8572,1,1,3
1864,0,0,"31-50",34333,634,5.5,0.3409,0,0,0
1865,1,0,"51+",35620,614,9.9,0.2329,0,0,2
1866,1,0,"31-50",36530,705,8.1,0.6026,0,1,2
1867,1,1,"51+",42293,628,10.5,0.4116,1,0,3
1868,0,1,"18-30",39240,787,0,0.5535,1,1,1
1869,1,0,"31-50",36722,517,6.4,0.0845,0,0,2
1870,0,0,"18-30",37707,610,1.6,0.1266,0,0,0
1871,1,0,"51+",25434,600,9.5,0.0966,0,0,2
1872,0,1,"51+",28087,678,2.7,0.2169,0,0,1
1873,1,0,"31-50",42243,554,3.3,0.3173,1,0,2
1874,1,0,"31-50",36996,666,6.2,0.6151,1,1,2
1875,1,1,"18-30",45063,656,5.3,0.4392,1,0,3
1876,0,0,"18-30",24792,557,4.9,0.0348,0,0,0
1877,1,0,"51+",46312,627,9.2,0.3652,1,0,2
1878,1,1,"51+",46258,743,7.8,0.9276,1,1,3
1879,0,1,"51+",35433,613,7.9,0.1995,0,0,1
1880,1,0,"18-30",39455,660,3.2,0.3817,0,0,2
1881,0,0,"18-30",41127,644,8.3,0.4465,0,0,0
1882,1,0,"31-50",38218,583,5.2,0.2915,0,0,2
1883,1,0,"31-50",42317,703,7.6,0.8774,0,1,2
1884,1,1,"31-50",30980,647,3.8,0.221,1,0,3
1885,1,1,"51+",34492,812,9.3,0.9376,1,1,3
1886,0,0,"51+",37089,618,9.1,0.3724,1,0,0
1887,1,1,"51+",35240,776,8.5,0.6782,1,1,3
1888,1,1,"51+",37422,723,8.4,0.6962,1,1,3
1889,1,1,"51+",48672,668,12.6,0.919,1,1,3
1890,0,0,"31-50",35365,579,9.2,0.1703,0,0,0
1891,1,1,"51+",44040,775,11.5,0.7674,1,1,3
1892,0,0,"18-30",42113,578,5.5,0.4136,0,0,0
1893,1,0,"18-30",37935,758,7.1,0.7234,1,1,2
1894,0,0,"31-50",31468,641,10,0.2039,0,0,0
1895,0,1,"31-50",42332,540,7.6,0.268,0,0,1
1896,0,1,"31-50",20425,631,8.5,0.0857,0,0,1
1897,1,0,"18-30",43009,855,16.4,0.983,1,1,2
1898,0,1,"51+",34842,809,10.9,0.9079,1,1,1
1899,1,0,"31-50",52668,740,10.7,0.8552,1,1,2
1900,1,0,"31-50",38574,656,17,0.7587,1,1,2
1901,1,1,"51+",41619,642,4.4,0.3222,1,0,3
1902,1,0,"31-50",29793,608,11.2,0.2104,1,0,2
1903,1,1,"18-30",37238,644,5.8,0.3065,1,0,3
1904,0,1,"51+",25181,691,8.4,0.1911,0,0,1
1905,0,1,"51+",38763,654,1.1,0.1818,1,0,1
1906,0,0,"31-50",34657,514,2.6,0.0516,0,0,0
1907,0,1,"18-30",31313,772,11.3,0.7355,0,1,1
1908,0,0,"31-50",36086,609,1.2,0.2328,0,0,0
1909,0,1,"31-50",44899,725,1.9,0.7375,0,1,1
1910,0,0,"18-30",28703,658,8.5,0.226,0,0,0
1911,1,0,"31-50",44194,628,5.8,0.3576,0,0,2
1912,0,1,"31-50",34257,618,3.1,0.0963,0,0,1
1913,0,1,"51+",25514,764,2.8,0.3075,1,0,1
1914,0,0,"18-30",21147,649,5.1,0.078,0,0,0
1915,0,1,"31-50",44068,718,10.8,0.8358,1,1,1
1916,1,1,"18-30",52349,725,6.8,0.9367,1,1,3
1917,1,1,"51+",49812,595,11,0.6014,1,1,3
1918,0,1,"18-30",26146,600,2,0.0459,0,0,1
1919,0,1,"31-50",31092,624,7.4,0.0931,0,0,1
1920,1,1,"51+",55518,593,8.6,0.5944,0,1,3
1921,0,1,"18-30",40025,584,7.5,0.4865,0,0,1
1922,1,1,"18-30",45278,792,4.4,0.9553,1,1,3
1923,0,1,"31-50",48667,666,7.1,0.9126,1,1,1
1924,1,0,"18-30",30978,688,11,0.5179,0,1,2
1925,0,0,"31-50",30164,743,6.9,0.4725,0,0,0
1926,1,0,"31-50",35760,756,9.7,0.8657,0,1,2
1927,1,1,"31-50",36669,646,10.8,0.6995,0,1,3
1928,1,1,"18-30",31286,649,13.3,0.5631,1,1,3
1929,1,0,"51+",40744,552,7.8,0.1977,0,0,2
1930,0,1,"31-50",32373,527,1.8,0.02,0,0,1
1931,1,1,"18-30",32564,747,11.4,0.7985,1,1,3
1932,1,1,"18-30",54825,688,13.6,0.9039,1,1,3
1933,1,0,"18-30",40489,686,8,0.4266,1,0,2
1934,1,0,"18-30",20782,585,4.2,0.0581,0,0,2
1935,1,0,"51+",37417,614,2.5,0.3477,0,0,2
1936,1,0,"18-30",19497,662,4.7,0.2552,0,0,2
1937,1,1,"31-50",38060,659,8.5,0.5313,1,1,3
1938,0,0,"18-30",37015,697,7.7,0.4748,1,0,0
1939,1,0,"18-30",35569,748,9,0.8379,1,1,2
1940,0,0,"31-50",33731,739,6.3,0.5695,1,1,0
1941,1,0,"31-50",42666,650,5.5,0.6255,1,1,2
1942,1,0,"51+",36923,700,2.7,0.2563,1,0,2
1943,1,1,"51+",51026,706,11.6,0.8444,1,1,3
1944,0,0,"31-50",49034,618,8.4,0.3166,1,0,0
1945,1,0,"31-50",46505,732,2.2,0.6214,1,1,2
1946,0,0,"31-50",41728,658,7.5,0.5658,0,1,0
1947,1,1,"18-30",58696,740,7.8,0.9771,1,1,3
1948,0,1,"31-50",32937,685,10.9,0.3382,1,0,1
1949,0,0,"51+",35394,690,1.2,0.2369,1,0,0
1950,1,1,"18-30",27565,543,1.4,0.1065,0,0,3
1951,1,0,"51+",39495,703,7.6,0.8082,1,1,2
1952,0,1,"51+",29697,616,10.4,0.1382,0,0,1
1953,1,1,"18-30",38872,614,7.8,0.4496,0,0,3
1954,1,0,"31-50",41007,783,2.8,0.8085,1,1,2
1955,1,0,"31-50",38934,582,11,0.2904,0,0,2
1956,1,0,"18-30",37723,763,21.1,0.9372,1,1,2
1957,1,0,"51+",20149,676,3,0.2426,1,0,2
1958,0,0,"31-50",43742,506,9.2,0.0621,0,0,0
1959,0,1,"31-50",39044,664,8.4,0.3094,1,0,1
1960,1,0,"31-50",25595,512,2.4,0.0265,0,0,2
1961,0,0,"51+",34261,681,13.3,0.1509,1,0,0
1962,1,0,"31-50",51473,756,6.4,0.8903,1,1,2
1963,1,0,"31-50",54242,665,1.1,0.4538,1,0,2
1964,1,0,"51+",59720,700,4.9,0.9217,1,1,2
1965,1,0,"31-50",35560,787,3.9,0.8463,0,1,2
1966,1,0,"18-30",47617,613,12.7,0.6663,0,1,2
1967,1,1,"51+",51321,688,0.3,0.632,1,1,3
1968,1,0,"18-30",33854,766,10.5,0.8576,1,1,2
1969,0,0,"18-30",38666,683,11.9,0.4481,1,0,0
1970,0,0,"31-50",36437,653,13.2,0.471,0,0,0
1971,1,1,"18-30",50244,610,3.3,0.5189,0,1,3
1972,0,0,"31-50",36050,553,14.3,0.3138,0,0,0
1973,1,0,"51+",38029,624,14.1,0.4207,1,0,2
1974,1,0,"18-30",43888,733,12.6,0.8711,1,1,2
1975,0,0,"31-50",25475,676,10,0.5046,0,1,0
1976,0,1,"51+",39307,721,0.4,0.784,1,1,1
1977,1,1,"18-30",37092,618,6.6,0.4859,1,0,3
1978,1,1,"31-50",43641,603,9,0.4109,1,0,3
1979,0,1,"18-30",35842,692,13.1,0.5707,1,1,1
1980,1,1,"31-50",42251,713,8,0.5261,0,1,3
1981,0,0,"51+",28210,569,8,0.1337,0,0,0
1982,1,1,"31-50",39130,708,5.9,0.6461,1,1,3
1983,1,0,"31-50",36514,561,11.3,0.2312,0,0,2
1984,1,0,"31-50",44789,650,9.8,0.8116,1,1,2
1985,0,1,"18-30",50129,546,5.5,0.2314,0,0,1
1986,1,0,"51+",44508,591,7,0.4004,1,0,2
1987,1,1,"18-30",30271,616,18.9,0.5778,1,1,3
1988,1,1,"51+",30643,672,8,0.435,0,0,3
1989,0,0,"51+",34206,738,3.9,0.6497,0,1,0
1990,1,0,"31-50",48013,697,7.6,0.8021,1,1,2
1991,1,0,"51+",51340,611,6.1,0.573,1,1,2
1992,1,0,"51+",31138,634,6.7,0.2192,0,0,2
1993,0,0,"31-50",34833,733,4.2,0.6655,0,1,0
1994,1,1,"18-30",41042,572,1.5,0.1434,0,0,3
1995,1,0,"18-30",39116,657,14.2,0.6946,0,1,2
1996,0,0,"31-50",24080,481,11.4,0.0133,0,0,0
1997,1,0,"18-30",45002,661,11.1,0.7375,0,1,2
1998,0,0,"18-30",18696,693,9,0.2009,1,0,0
1999,1,1,"51+",45508,644,6.3,0.5778,0,1,3
2000,1,1,"18-30",27365,663,5.9,0.2933,1,0,3
2001,1,1,"31-50",37297,654,2.3,0.3283,0,0,3
2002,1,1,"18-30",38823,698,14.9,0.7923,1,1,3
2003,1,0,"51+",34611,679,14.6,0.7829,1,1,2
2004,1,1,"51+",35451,702,4.6,0.3467,0,0,3
2005,1,0,"31-50",43767,672,9.1,0.7571,1,1,2
2006,0,1,"18-30",44411,729,3.6,0.7626,0,1,1
2007,1,0,"18-30",40294,647,1.9,0.4304,1,0,2
2008,1,0,"51+",35241,746,7.9,0.8017,1,1,2
2009,1,1,"18-30",34678,688,5.3,0.3388,0,0,3
2010,1,1,"31-50",45729,645,8.6,0.5792,1,1,3
2011,0,0,"31-50",30290,776,5.9,0.5721,1,1,0
2012,1,1,"31-50",27620,728,10.7,0.7751,1,1,3
2013,0,1,"18-30",34351,730,8.1,0.517,1,1,1
2014,0,1,"31-50",41282,581,12.2,0.1875,1,0,1
2015,0,0,"51+",37691,661,3.5,0.156,0,0,0
2016,1,0,"51+",53678,713,4.7,0.8846,1,1,2
2017,0,0,"31-50",53747,648,6.7,0.7203,0,1,0
2018,1,1,"18-30",45000,699,12.9,0.6865,1,1,3
2019,1,1,"31-50",38569,597,4.1,0.184,0,0,3
2020,1,1,"18-30",50159,683,9.9,0.9068,1,1,3
2021,0,0,"51+",39973,683,2.9,0.3777,0,0,0
2022,1,1,"31-50",56961,644,11.8,0.9331,1,1,3
2023,0,0,"31-50",36773,659,4.6,0.2448,0,0,0
2024,1,0,"31-50",38684,613,7.9,0.483,1,0,2
2025,1,0,"31-50",46736,548,16.1,0.6595,1,1,2
2026,1,1,"18-30",41770,605,8.9,0.3598,0,0,3
2027,0,1,"18-30",37240,596,2.1,0.0942,0,0,1
2028,0,1,"31-50",44763,660,9.6,0.5212,1,1,1
2029,1,0,"18-30",29838,612,7.4,0.1458,0,0,2
2030,0,1,"51+",29222,766,6.3,0.5779,1,1,1
2031,0,1,"51+",28257,636,2.6,0.066,0,0,1
2032,0,0,"31-50",26684,716,0,0.2885,0,0,0
2033,0,1,"31-50",34459,655,1,0.1945,0,0,1
2034,1,1,"51+",36197,702,10.9,0.6343,1,1,3
2035,1,1,"31-50",45471,658,10,0.8483,0,1,3
2036,0,1,"18-30",44304,699,5.1,0.5331,1,1,1
2037,0,0,"31-50",28542,529,2,0.0282,0,0,0
2038,0,1,"31-50",37304,621,5.9,0.1868,1,0,1
2039,0,1,"31-50",36524,671,2.5,0.4654,0,0,1
2040,0,1,"51+",26534,653,5.7,0.2169,0,0,1
2041,1,0,"51+",42048,646,0,0.2318,0,0,2
2042,1,0,"18-30",33720,617,14.2,0.5322,0,1,2
2043,1,1,"18-30",31491,523,8.7,0.0495,0,0,3
2044,0,0,"51+",19345,658,13.9,0.0839,0,0,0
2045,0,0,"18-30",47710,582,9.1,0.5273,0,1,0
2046,0,1,"51+",32988,564,4.1,0.0319,0,0,1
2047,0,1,"18-30",31331,767,4.3,0.4976,1,0,1
2048,1,0,"51+",51457,612,10,0.8039,1,1,2
2049,1,0,"31-50",57061,651,10.1,0.8761,1,1,2
2050,1,1,"51+",34221,615,12.2,0.4558,0,0,3
2051,0,0,"51+",24278,746,0,0.36,0,0,0
2052,1,1,"18-30",39375,697,11.9,0.8331,1,1,3
2053,0,1,"18-30",22379,596,3.1,0.0821,0,0,1
2054,1,0,"31-50",35032,740,1.9,0.3992,1,0,2
2055,0,0,"31-50",33182,647,10.6,0.3706,0,0,0
2056,1,0,"51+",35804,593,9,0.207,0,0,2
2057,0,0,"18-30",47477,617,6.9,0.6168,0,1,0
2058,0,0,"18-30",35869,683,7.7,0.3859,1,0,0
2059,0,1,"31-50",34983,691,0,0.2289,0,0,1
2060,0,0,"51+",47376,665,5.7,0.4455,0,0,0
2061,1,1,"31-50",52084,703,8.6,0.7703,1,1,3
2062,0,0,"31-50",31465,710,11.7,0.4007,1,0,0
2063,0,0,"18-30",34096,676,3.2,0.1844,0,0,0
2064,0,1,"31-50",26309,668,7.2,0.1955,1,0,1
2065,1,1,"51+",34504,689,3.6,0.3515,0,0,3
2066,1,0,"31-50",28430,587,7.1,0.2283,1,0,2
2067,1,0,"31-50",45230,636,11.7,0.7364,1,1,2
2068,1,1,"31-50",38179,677,14,0.7244,1,1,3
2069,0,1,"51+",38503,601,0,0.1903,0,0,1
2070,0,0,"31-50",32308,705,4.8,0.3075,0,0,0
2071,1,0,"18-30",28299,723,15.5,0.721,1,1,2
2072,0,0,"31-50",25514,722,3.4,0.2462,0,0,0
2073,0,0,"31-50",39969,717,8.3,0.6272,1,1,0
2074,1,1,"31-50",33881,610,5.1,0.2549,0,0,3
2075,0,1,"31-50",22611,571,2.2,0.0137,0,0,1
2076,0,1,"51+",21043,538,6.8,0.0274,0,0,1
2077,1,0,"31-50",35247,698,7.5,0.5436,1,1,2
2078,1,1,"31-50",42760,582,13.1,0.5339,1,1,3
2079,0,1,"31-50",31226,515,3.5,0.0657,0,0,1
2080,1,0,"31-50",35753,807,10.8,0.9287,1,1,2
2081,1,1,"51+",39467,669,3.7,0.4347,1,0,3
2082,0,0,"18-30",34636,802,5.4,0.8672,0,1,0
2083,0,1,"31-50",41528,650,6.9,0.6535,0,1,1
2084,1,1,"31-50",40518,684,2.6,0.5708,1,1,3
2085,1,0,"51+",38956,585,9.1,0.4324,1,0,2
2086,0,0,"31-50",31041,716,12.9,0.5706,1,1,0
2087,1,0,"31-50",31943,690,6.8,0.4348,0,0,2
2088,0,0,"18-30",32994,706,11.4,0.7431,0,1,0
2089,0,1,"31-50",23172,675,8,0.2471,0,0,1
2090,1,0,"18-30",51724,756,4.4,0.7593,1,1,2
2091,1,1,"31-50",41630,687,14.4,0.7991,1,1,3
2092,1,0,"18-30",24640,589,7,0.1071,0,0,2
2093,1,1,"18-30",29808,679,6.7,0.409,0,0,3
2094,1,1,"51+",45616,605,11,0.6068,0,1,3
2095,1,1,"51+",21717,665,8.4,0.1986,0,0,3
2096,0,1,"51+",39486,593,7,0.1277,0,0,1
2097,0,1,"31-50",36416,464,10.9,0.0352,0,0,1
2098,1,1,"18-30",34264,598,10.3,0.162,1,0,3
2099,1,0,"18-30",35367,792,14,0.8592,1,1,2
2100,1,0,"18-30",29598,701,7.4,0.5408,0,1,2
2101,0,1,"18-30",24532,617,9.5,0.066,1,0,1
